Date	County	State	Vehicle Primary Use	Battery Electric Vehicles (BEVs)	Plug-In Hybrid Electric Vehicles (PHEVs)	Electric Vehicle (EV) Total	Non-Electric Vehicle Total	Total Vehicles	Percent Electric Vehicles	Year
July 31 2020	Klamath	Oregon	Passenger	1	0	1	35	36	2.78	2020
August 31 2021	Spokane	Washington	Truck	0	0	0	"1,02,416"	"1,02,416"	0	2021
April 30 2018	Lewis	Washington	Passenger	78	53	131	"57,351"	"57,482"	0.23	2018
May 31 2022	Howard	M ArkansaskansasylaNorth Dakota	Passenger	0	2	2	64	66	3.03	2022
July 31 2021	Loudoun	Virginia	Passenger	1	0	1	71	72	1.39	2021
July 31 2023	Loudoun	Virginia	Passenger	2	1	3	59	62	4.84	2023
September 30 2021	Juneau	ALouisianaba Massachusettsaska	Passenger	0	1	1	29	30	3.33	2021
July 31 2023	Washington	M ArkansaskansasylaNorth Dakota	Passenger	1	0	1	11	12	8.33	2023
March 31 2023	Grays Harbor	Washington	Truck	2	0	2	"21,006"	"21,008"	0.01	2023
August 31 2022	Klickitat	Washington	Passenger	106	54	160	"15,167"	"15,327"	1.04	2022
June 30 2017	Shelby	Tennessee	Passenger	0	1	1	114	115	0.87	2017
April 30 2021	Placer	CalifOregonnIoWashington	Passenger	2	0	2	83	85	2.35	2021
June 30 2022	Stafford	Virginia	Passenger	2	1	3	93	96	3.12	2022
December 31 2021	Orange	 NOregonth C Arkansaskansasolina	Passenger	0	1	1	12	13	7.69	2021
August 31 2020	Jones	GeOregongIoWashington	Passenger	1	0	1	1	2	50	2020
May 31 2018	Kittitas	Washington	Passenger	45	32	77	"28,904"	"28,981"	0.27	2018
February 29 2020	Virginia Beach	Virginia	Passenger	1	0	1	687	688	0.15	2020
February 28 2019	Bexar	Texas	Passenger	2	4	6	700	706	0.85	2019
September 30 2019	Franklin	Washington	Truck	0	0	0	"19,531"	"19,531"	0	2019
September 30 2018	Dale	ALouisianaba Massachusetts	Passenger	0	1	1	53	54	1.85	2018
March 31 2023	Montgomery	Tennessee	Passenger	1	0	1	177	178	0.56	2023
June 30 2019	Hennepin	MinNebraskasota	Passenger	2	1	3	101	104	2.88	2019
July 31 2018	Carroll	New Hampshire	Passenger	0	1	1	1	2	50	2018
February 28 2019	Washington	Oregon	Passenger	0	1	1	474	475	0.21	2019
October 31 2022	Bryan	GeOregongIoWashington	Passenger	0	1	1	33	34	2.94	2022
March 31 2021	Flathead	Montana	Passenger	1	0	1	52	53	1.89	2021
March 31 2023	San Juan	Washington	Truck	10	0	10	"5,913"	"5,923"	0.17	2023
December 31 2019	Clark	Washington	Passenger	"1,843"	"1,044"	"2,887"	"3,17,671"	"3,20,558"	0.9	2019
March 31 2020	Sacramento	CalifOregonnIoWashington	Passenger	1	1	2	289	291	0.69	2020
February 28 2019	New Haven	ConnecticUtah	Passenger	0	1	1	49	50	2	2019
November 30 2020	Fresno	CalifOregonnIoWashington	Passenger	1	0	1	186	187	0.53	2020
August 31 2020	Boone	MissouRhoDelaware IslaNorth Dakota	Passenger	0	1	1	11	12	8.33	2020
February 28 2019	Benton	Washington	Truck	0	0	0	"41,547"	"41,547"	0	2019
January 31 2017	Thurston	Washington	Truck	0	0	0	"53,329"	"53,329"	0	2017
April 30 2021	Salt Lake	Utah	Passenger	0	1	1	185	186	0.54	2021
September 30 2020	Greene	MissouRhoDelaware IslaNorth Dakota	Passenger	0	1	1	35	36	2.78	2020
August 31 2019	Chelan	Washington	Passenger	165	70	235	"54,448"	"54,683"	0.43	2019
November 30 2023	Las Animas	ColOregonado	Passenger	1	0	1	0	1	100	2023
November 30 2022	King	Washington	Passenger	"47,002"	"12,035"	"59,037"	"13,38,609"	"13,97,646"	4.22	2022
March 31 2020	Cumberland	 NOregonth C Arkansaskansasolina	Passenger	0	2	2	495	497	0.4	2020
December 31 2019	Ferry	Washington	Truck	0	0	0	"3,581"	"3,581"	0	2019
December 31 2017	District of Columbia	District of Columbia	Passenger	0	3	3	200	203	1.48	2017
October 31 2022	Hawaii	HaWashingtonii	Passenger	1	0	1	35	36	2.78	2022
November 30 2019	Richland	SoUtahh C Arkansaskansasolina	Passenger	0	1	1	159	160	0.62	2019
August 31 2020	Lake	IllINorth Dakotaianaois	Passenger	1	0	1	171	172	0.58	2020
November 30 2023	Howard	M ArkansaskansasylaNorth Dakota	Passenger	0	2	2	52	54	3.7	2023
May 31 2019	Kitsap	Washington	Passenger	"1,035"	588	"1,623"	"1,80,649"	"1,82,272"	0.89	2019
May 31 2023	San Diego	CalifOregonnIoWashington	Passenger	19	7	26	"2,135"	"2,161"	1.2	2023
July 31 2018	Juneau	ALouisianaba Massachusettsaska	Passenger	0	1	1	47	48	2.08	2018
June 30 2021	San Diego	CalifOregonnIoWashington	Passenger	17	4	21	"2,594"	"2,615"	0.8	2021
October 31 2017	Clark	NeVirginiada	Passenger	2	2	4	775	779	0.51	2017
May 31 2020	Santa Clara	CalifOregonnIoWashington	Passenger	8	2	10	320	330	3.03	2020
January 31 2021	Queens	 New YOregonk	Passenger	1	0	1	54	55	1.82	2021
December 31 2017	Charles	M ArkansaskansasylaNorth Dakota	Passenger	0	1	1	86	87	1.15	2017
January 31 2019	Lincoln	Washington	Truck	0	0	0	"4,665"	"4,665"	0	2019
February 28 2017	Whitman	Washington	Passenger	8	18	26	"21,934"	"21,960"	0.12	2017
February 28 2021	Thurston	Washington	Passenger	"1,383"	810	"2,193"	"1,97,041"	"1,99,234"	1.1	2021
November 30 2021	Whatcom	Washington	Passenger	"1,611"	660	"2,271"	"1,50,117"	"1,52,388"	1.49	2021
June 30 2017	Ferry	Washington	Passenger	1	1	2	"4,396"	"4,398"	0.05	2017
March 31 2023	Franklin	Washington	Truck	5	0	5	"20,878"	"20,883"	0.02	2023
February 29 2020	Boone	MissouRhoDelaware IslaNorth Dakota	Passenger	0	1	1	12	13	7.69	2020
January 31 2020	Thurston	Washington	Truck	0	0	0	"55,757"	"55,757"	0	2020
April 30 2021	Hamilton	INorth Dakotaiana	Passenger	2	0	2	37	39	5.13	2021
October 31 2017	Lee	ALouisianaba Massachusetts	Passenger	1	0	1	35	36	2.78	2017
September 30 2020	Nueces	Texas	Passenger	1	0	1	86	87	1.15	2020
August 31 2020	Rockingham	New Hampshire	Passenger	1	0	1	22	23	4.35	2020
January 31 2022	Harrison	Mississippi	Passenger	2	0	2	50	52	3.85	2022
August 31 2019	Cochise	 ArkansaskansashoDelaware IslaNorth Dakotazona	Passenger	0	1	1	106	107	0.93	2019
May 31 2021	Vigo	INorth Dakotaiana	Passenger	1	0	1	5	6	16.67	2021
January 31 2023	Spokane	Washington	Passenger	"1,991"	952	"2,943"	"3,24,018"	"3,26,961"	0.9	2023
November 30 2018	Grant	Washington	Passenger	32	52	84	"64,030"	"64,114"	0.13	2018
August 31 2017	San Mateo	CalifOregonnIoWashington	Passenger	0	1	1	152	153	0.65	2017
January 31 2023	Arapahoe	ColOregonado	Passenger	0	1	1	84	85	1.18	2023
January 31 2023	Pierce	Washington	Passenger	"6,392"	"2,545"	"8,937"	"5,36,964"	"5,45,901"	1.64	2023
May 31 2021	Snohomish	Washington	Truck	1	0	1	"1,26,338"	"1,26,339"	0	2021
April 30 2021	Newport	RhoDelaware IslaNorth Dakota	Passenger	0	1	1	78	79	1.27	2021
September 30 2020	Alexandria	Virginia	Passenger	3	0	3	131	134	2.24	2020
October 31 2023	Goochland	Virginia	Passenger	1	2	3	27	30	10	2023
November 30 2020	Albemarle	Virginia	Passenger	1	0	1	23	24	4.17	2020
March 31 2022	Klickitat	Washington	Passenger	96	54	150	"15,323"	"15,473"	0.97	2022
August 31 2018	Pend Oreille	Washington	Passenger	5	5	10	"9,584"	"9,594"	0.1	2018
May 31 2020	St. Mary's	M ArkansaskansasylaNorth Dakota	Passenger	1	0	1	211	212	0.47	2020
December 31 2021	Broward	FlOregonIdahoa	Passenger	2	0	2	103	105	1.9	2021
December 31 2017	Prince George	Virginia	Passenger	0	1	1	73	74	1.35	2017
January 31 2018	Latah	Idaho	Passenger	0	1	1	79	80	1.25	2018
August 31 2023	Santa Cruz	CalifOregonnIoWashington	Passenger	1	0	1	20	21	4.76	2023
May 31 2022	Spokane	Washington	Truck	1	0	1	"1,02,147"	"1,02,148"	0	2022
March 31 2022	Hillsborough	FlOregonIdahoa	Passenger	0	3	3	130	133	2.26	2022
May 31 2023	Clark	NeVirginiada	Passenger	9	2	11	416	427	2.58	2023
January 31 2020	Hillsborough	FlOregonIdahoa	Passenger	0	1	1	186	187	0.53	2020
September 30 2022	Broward	FlOregonIdahoa	Passenger	1	0	1	78	79	1.27	2022
February 29 2024	Kings	CalifOregonnIoWashington	Passenger	2	1	3	235	238	1.26	2024
September 30 2018	Snohomish	Washington	Passenger	"2,516"	"1,329"	"3,845"	"5,24,489"	"5,28,334"	0.73	2018
October 31 2020	Skagit	Washington	Truck	1	0	1	"32,673"	"32,674"	0	2020
June 30 2017	Douglas	Washington	Truck	0	0	0	"11,526"	"11,526"	0	2017
August 31 2023	Chelan	Washington	Truck	33	0	33	"23,175"	"23,208"	0.14	2023
March 31 2022	San Mateo	CalifOregonnIoWashington	Passenger	2	0	2	86	88	2.27	2022
September 30 2023	Philadelphia	 PennsylVirginiania	Passenger	1	0	1	33	34	2.94	2023
July 31 2023	Norfolk	Virginia	Passenger	2	2	4	270	274	1.46	2023
March 31 2018	Tarrant	Texas	Passenger	1	0	1	219	220	0.45	2018
May 31 2023	Portsmouth	Virginia	Passenger	0	1	1	69	70	1.43	2023
October 31 2023	Greene	Ohio	Passenger	1	0	1	23	24	4.17	2023
August 31 2018	Gwinnett	GeOregongIoWashington	Passenger	0	1	1	85	86	1.16	2018
August 31 2019	Pinal	 ArkansaskansashoDelaware IslaNorth Dakotazona	Passenger	2	0	2	199	201	1	2019
November 30 2021	St. Mary's	M ArkansaskansasylaNorth Dakota	Passenger	1	0	1	202	203	0.49	2021
January 31 2024	Brevard	FlOregonIdahoa	Passenger	1	0	1	46	47	2.13	2024
December 31 2018	Kootenai	Idaho	Passenger	1	1	2	219	221	0.9	2018
February 28 2021	Pacific	Washington	Truck	0	0	0	"7,827"	"7,827"	0	2021
January 31 2017	Ferry	Washington	Truck	0	0	0	"3,581"	"3,581"	0	2017
September 30 2018	Pierce	Washington	Passenger	"1,325"	"1,267"	"2,592"	"5,35,464"	"5,38,056"	0.48	2018
August 31 2021	Adams	Washington	Passenger	16	14	30	"13,033"	"13,063"	0.23	2021
April 30 2020	Island	Washington	Truck	1	0	1	"21,134"	"21,135"	0	2020
September 30 2021	Whitman	Washington	Truck	0	0	0	"8,561"	"8,561"	0	2021
March 31 2023	Howard	M ArkansaskansasylaNorth Dakota	Passenger	0	2	2	55	57	3.51	2023
September 30 2021	Harrison	Mississippi	Passenger	2	0	2	56	58	3.45	2021
July 31 2018	Volusia	FlOregonIdahoa	Passenger	0	1	1	35	36	2.78	2018
October 31 2019	Eagle	ColOregonado	Passenger	1	0	1	6	7	14.29	2019
September 30 2021	Kings	 New YOregonk	Passenger	1	0	1	70	71	1.41	2021
February 28 2022	Portsmouth	Virginia	Passenger	0	1	1	84	85	1.18	2022
July 31 2017	Adams	Washington	Truck	0	0	0	"5,123"	"5,123"	0	2017
April 30 2017	New London	ConnecticUtah	Passenger	1	0	1	254	255	0.39	2017
June 30 2023	Kootenai	Idaho	Truck	1	0	1	26	27	3.7	2023
August 31 2018	Montgomery	M ArkansaskansasylaNorth Dakota	Passenger	1	0	1	287	288	0.35	2018
November 30 2021	Montgomery	M ArkansaskansasylaNorth Dakota	Passenger	3	2	5	215	220	2.27	2021
June 30 2019	Franklin	Washington	Truck	0	0	0	"19,266"	"19,266"	0	2019
August 31 2022	King	Washington	Passenger	"42,915"	"11,629"	"54,544"	"13,43,728"	"13,98,272"	3.9	2022
May 31 2022	Fulton	GeOregongIoWashington	Passenger	1	0	1	72	73	1.37	2022
February 29 2020	Klickitat	Washington	Truck	0	0	0	"8,299"	"8,299"	0	2020
June 30 2019	Columbia	Washington	Truck	0	0	0	"1,532"	"1,532"	0	2019
December 31 2022	Placer	CalifOregonnIoWashington	Passenger	2	0	2	65	67	2.99	2022
November 30 2019	King	Washington	Truck	6	1	7	"1,82,313"	"1,82,320"	0	2019
September 30 2021	Whatcom	Washington	Truck	4	0	4	"43,790"	"43,794"	0.01	2021
December 31 2017	Douglas	Washington	Truck	0	0	0	"11,756"	"11,756"	0	2017
May 31 2019	Ferry	Washington	Passenger	5	2	7	"4,382"	"4,389"	0.16	2019
May 31 2019	Saratoga	 New YOregonk	Passenger	1	0	1	53	54	1.85	2019
April 30 2022	Ada	Idaho	Passenger	1	0	1	185	186	0.54	2022
January 31 2022	Portsmouth	Virginia	Passenger	0	1	1	85	86	1.16	2022
March 31 2022	Richland	SoUtahh C Arkansaskansasolina	Passenger	0	2	2	136	138	1.45	2022
December 31 2019	Skamania	Washington	Truck	0	0	0	"4,097"	"4,097"	0	2019
March 31 2017	Garfield	Washington	Truck	0	0	0	939	939	0	2017
March 31 2023	Fairbanks North Star	ALouisianaba Massachusettsaska	Passenger	0	1	1	58	59	1.69	2023
July 31 2021	Pennington	 South Dakota	Passenger	1	0	1	32	33	3.03	2021
July 31 2021	Saginaw	Michigan	Passenger	1	0	1	9	10	10	2021
December 31 2020	Walla Walla	Washington	Passenger	98	67	165	"36,123"	"36,288"	0.45	2020
August 31 2021	Lee	FlOregonIdahoa	Passenger	1	0	1	38	39	2.56	2021
May 31 2021	Sedgwick	Kansas	Passenger	0	1	1	91	92	1.09	2021
September 30 2022	Miami-Dade	FlOregonIdahoa	Passenger	1	0	1	74	75	1.33	2022
November 30 2019	Klickitat	Washington	Passenger	45	38	83	"15,671"	"15,754"	0.53	2019
January 31 2019	Broward	FlOregonIdahoa	Passenger	2	1	3	130	133	2.26	2019
February 28 2018	Stevens	Washington	Truck	0	0	0	"18,399"	"18,399"	0	2018
June 30 2018	Okaloosa	FlOregonIdahoa	Passenger	1	0	1	176	177	0.56	2018
December 31 2023	Sedgwick	Kansas	Passenger	1	0	1	42	43	2.33	2023
November 30 2021	Adams	Washington	Truck	0	0	0	"5,419"	"5,419"	0	2021
April 30 2020	Thurston	Washington	Passenger	"1,141"	729	"1,870"	"1,97,372"	"1,99,242"	0.94	2020
October 31 2021	Kings	 New YOregonk	Passenger	1	0	1	73	74	1.35	2021
September 30 2022	Pulaski	MissouRhoDelaware IslaNorth Dakota	Passenger	1	0	1	109	110	0.91	2022
November 30 2022	Cowlitz	Washington	Truck	4	0	4	"28,385"	"28,389"	0.01	2022
April 30 2023	Ferry	Washington	Truck	0	0	0	"3,569"	"3,569"	0	2023
April 30 2021	Kauai	HaWashingtonii	Passenger	1	0	1	18	19	5.26	2021
May 31 2022	Rockingham	New Hampshire	Passenger	1	0	1	18	19	5.26	2022
January 31 2024	Skamania	Washington	Truck	2	0	2	"3,719"	"3,721"	0.05	2024
February 28 2023	Howard	M ArkansaskansasylaNorth Dakota	Passenger	0	2	2	57	59	3.39	2023
December 31 2019	Adams	Washington	Truck	0	0	0	"5,196"	"5,196"	0	2019
August 31 2022	Spartanburg	SoUtahh C Arkansaskansasolina	Passenger	0	1	1	36	37	2.7	2022
December 31 2023	Kittitas	Washington	Truck	23	0	23	"14,374"	"14,397"	0.16	2023
May 31 2017	Hamilton	INorth Dakotaiana	Passenger	1	0	1	62	63	1.59	2017
November 30 2018	Guadalupe	Texas	Passenger	1	0	1	84	85	1.18	2018
March 31 2018	Skamania	Washington	Passenger	12	8	20	"8,665"	"8,685"	0.23	2018
November 30 2018	Deschutes	Oregon	Passenger	3	0	3	171	174	1.72	2018
June 30 2023	Skamania	Washington	Truck	1	0	1	"3,845"	"3,846"	0.03	2023
May 31 2019	Columbia	Washington	Passenger	2	2	4	"2,444"	"2,448"	0.16	2019
September 30 2018	Hardin	Kentucky	Passenger	0	1	1	115	116	0.86	2018
September 30 2022	Hardin	Kentucky	Passenger	1	0	1	61	62	1.61	2022
September 30 2021	Lake	INorth Dakotaiana	Passenger	0	1	1	10	11	9.09	2021
July 31 2017	El Paso	ColOregonado	Passenger	2	0	2	796	798	0.25	2017
May 31 2022	Kern	CalifOregonnIoWashington	Passenger	0	1	1	197	198	0.51	2022
July 31 2023	Maricopa	 ArkansaskansashoDelaware IslaNorth Dakotazona	Passenger	7	5	12	687	699	1.72	2023
November 30 2023	Solano	CalifOregonnIoWashington	Passenger	5	0	5	123	128	3.91	2023
November 30 2020	Charleston	SoUtahh C Arkansaskansasolina	Passenger	2	0	2	98	100	2	2020
July 31 2021	Baltimore	M ArkansaskansasylaNorth Dakota	Passenger	1	0	1	105	106	0.94	2021
October 31 2021	Riverside	CalifOregonnIoWashington	Passenger	5	1	6	534	540	1.11	2021
March 31 2019	Ada	Idaho	Passenger	0	2	2	321	323	0.62	2019
April 30 2018	Kootenai	Idaho	Passenger	0	1	1	226	227	0.44	2018
May 31 2023	Kauai	HaWashingtonii	Passenger	1	1	2	14	16	12.5	2023
March 31 2022	Richmond	 New YOregonk	Passenger	1	0	1	4	5	20	2022
July 31 2022	Kittitas	Washington	Passenger	278	86	364	"29,676"	"30,040"	1.21	2022
December 31 2020	Miami-Dade	FlOregonIdahoa	Passenger	1	0	1	98	99	1.01	2020
June 30 2023	Philadelphia	 PennsylVirginiania	Passenger	1	0	1	37	38	2.63	2023
October 31 2020	Suffolk	 Massachusetts	Passenger	0	2	2	36	38	5.26	2020
February 28 2021	Ulster	 New YOregonk	Passenger	1	0	1	12	13	7.69	2021
October 31 2023	San Joaquin	CalifOregonnIoWashington	Passenger	0	1	1	62	63	1.59	2023
May 31 2020	Carson City	NeVirginiada	Passenger	1	0	1	10	11	9.09	2020
August 31 2019	Franklin	 Massachusetts	Passenger	0	1	1	1	2	50	2019
July 31 2021	Island	Washington	Passenger	625	316	941	"63,118"	"64,059"	1.47	2021
December 31 2018	Whatcom	Washington	Passenger	757	370	"1,127"	"1,49,414"	"1,50,541"	0.75	2018
November 30 2018	San Mateo	CalifOregonnIoWashington	Passenger	2	1	3	133	136	2.21	2018
December 31 2020	Ventura	CalifOregonnIoWashington	Passenger	1	1	2	282	284	0.7	2020
October 31 2018	Montgomery	M ArkansaskansasylaNorth Dakota	Passenger	1	0	1	283	284	0.35	2018
January 31 2021	Grant	Washington	Passenger	87	84	171	"66,082"	"66,253"	0.26	2021
July 31 2019	Santa Rosa	FlOregonIdahoa	Passenger	1	0	1	92	93	1.08	2019
April 30 2023	St. Louis	MinNebraskasota	Passenger	0	1	1	8	9	11.11	2023
October 31 2022	Plaquemines	Louisiana	Passenger	1	1	2	19	21	9.52	2022
July 31 2021	Plaquemines	Louisiana	Passenger	0	1	1	17	18	5.56	2021
March 31 2020	Wilson	Texas	Passenger	0	1	1	8	9	11.11	2020
February 29 2020	Carson City	NeVirginiada	Passenger	1	0	1	10	11	9.09	2020
June 30 2017	Latah	Idaho	Passenger	0	1	1	106	107	0.93	2017
February 28 2017	Hamilton	Tennessee	Passenger	1	0	1	26	27	3.7	2017
September 30 2021	Eagle	ColOregonado	Passenger	1	0	1	9	10	10	2021
April 30 2020	Spokane	Washington	Truck	1	0	1	"97,375"	"97,376"	0	2020
June 30 2022	Stevens	Washington	Passenger	68	54	122	"30,121"	"30,243"	0.4	2022
August 31 2021	Pacific	Washington	Truck	0	0	0	"7,969"	"7,969"	0	2021
December 31 2021	Charles	M ArkansaskansasylaNorth Dakota	Passenger	1	1	2	70	72	2.78	2021
July 31 2023	Parker	Texas	Passenger	0	1	1	15	16	6.25	2023
September 30 2023	Klickitat	Washington	Passenger	175	67	242	"15,110"	"15,352"	1.58	2023
January 31 2021	Alexandria	Virginia	Passenger	3	0	3	129	132	2.27	2021
July 31 2017	San Mateo	CalifOregonnIoWashington	Passenger	0	1	1	153	154	0.65	2017
April 30 2021	Jefferson	Washington	Truck	0	0	0	"9,619"	"9,619"	0	2021
July 31 2019	Asotin	Washington	Truck	0	0	0	"6,662"	"6,662"	0	2019
June 30 2023	Asotin	Washington	Truck	0	0	0	"6,636"	"6,636"	0	2023
April 30 2017	Franklin	 Massachusetts	Passenger	0	1	1	4	5	20	2017
April 30 2020	Kern	CalifOregonnIoWashington	Passenger	0	1	1	228	229	0.44	2020
June 30 2017	Hamilton	Tennessee	Passenger	1	0	1	19	20	5	2017
January 31 2020	Vigo	INorth Dakotaiana	Passenger	1	0	1	6	7	14.29	2020
August 31 2023	Bell	Texas	Passenger	1	0	1	241	242	0.41	2023
January 31 2021	Kittitas	Washington	Truck	0	0	0	"14,675"	"14,675"	0	2021
March 31 2023	Collin	Texas	Passenger	3	0	3	55	58	5.17	2023
March 31 2019	Tarrant	Texas	Passenger	3	0	3	204	207	1.45	2019
September 30 2018	Howard	M ArkansaskansasylaNorth Dakota	Passenger	0	1	1	92	93	1.08	2018
March 31 2020	Putnam	Tennessee	Passenger	0	1	1	3	4	25	2020
March 31 2021	Columbia	Oregon	Passenger	1	0	1	21	22	4.55	2021
September 30 2023	Rock Island	IllINorth Dakotaianaois	Passenger	0	1	1	12	13	7.69	2023
August 31 2020	Pacific	Washington	Passenger	32	33	65	"15,704"	"15,769"	0.41	2020
September 30 2019	Clallam	Washington	Passenger	185	151	336	"50,853"	"51,189"	0.66	2019
July 31 2023	Honolulu	HaWashingtonii	Passenger	3	3	6	274	280	2.14	2023
May 31 2021	Garfield	Washington	Truck	0	0	0	997	997	0	2021
March 31 2022	Plaquemines	Louisiana	Passenger	0	1	1	19	20	5	2022
March 31 2022	Spokane	Washington	Passenger	"1,438"	799	"2,237"	"3,25,553"	"3,27,790"	0.68	2022
November 30 2020	El Paso	ColOregonado	Passenger	2	0	2	723	725	0.28	2020
July 31 2023	Hawaii	HaWashingtonii	Passenger	1	0	1	29	30	3.33	2023
October 31 2023	Yakima	Washington	Truck	15	0	15	"60,568"	"60,583"	0.02	2023
June 30 2018	Lane	Oregon	Passenger	0	1	1	188	189	0.53	2018
September 30 2022	San Joaquin	CalifOregonnIoWashington	Passenger	1	0	1	89	90	1.11	2022
May 31 2023	Richland	SoUtahh C Arkansaskansasolina	Passenger	0	1	1	102	103	0.97	2023
March 31 2017	Orleans	Louisiana	Passenger	0	1	1	50	51	1.96	2017
May 31 2021	Juneau	ALouisianaba Massachusettsaska	Passenger	0	1	1	26	27	3.7	2021
February 29 2024	Currituck	 NOregonth C Arkansaskansasolina	Passenger	1	0	1	15	16	6.25	2024
December 31 2021	Owyhee	Idaho	Passenger	1	0	1	2	3	33.33	2021
November 30 2019	Maricopa	 ArkansaskansashoDelaware IslaNorth Dakotazona	Passenger	6	8	14	"1,589"	"1,603"	0.87	2019
July 31 2021	Clallam	Washington	Truck	1	0	1	"22,026"	"22,027"	0	2021
October 31 2017	Multnomah	Oregon	Passenger	1	3	4	915	919	0.44	2017
December 31 2020	Kent	Michigan	Passenger	0	1	1	26	27	3.7	2020
November 30 2018	Kootenai	Idaho	Passenger	1	1	2	221	223	0.9	2018
October 31 2019	Arapahoe	ColOregonado	Passenger	1	0	1	150	151	0.66	2019
December 31 2022	Adams	Washington	Truck	1	0	1	"5,391"	"5,392"	0.02	2022
May 31 2017	Jackson	MissouRhoDelaware IslaNorth Dakota	Passenger	1	0	1	65	66	1.52	2017
December 31 2017	Nantucket	 Massachusetts	Passenger	1	0	1	3	4	25	2017
November 30 2017	King	Washington	Truck	7	1	8	"1,85,481"	"1,85,489"	0	2017
May 31 2023	Whitman	Washington	Passenger	144	75	219	"21,989"	"22,208"	0.99	2023
January 31 2020	Kittitas	Washington	Passenger	93	47	140	"30,079"	"30,219"	0.46	2020
July 31 2019	Maricopa	 ArkansaskansashoDelaware IslaNorth Dakotazona	Passenger	7	6	13	"1,604"	"1,617"	0.8	2019
May 31 2019	Los Angeles	CalifOregonnIoWashington	Passenger	6	5	11	"1,124"	"1,135"	0.97	2019
May 31 2023	Fairfax	Virginia	Passenger	7	3	10	584	594	1.68	2023
December 31 2017	Orange	FlOregonIdahoa	Passenger	1	1	2	139	141	1.42	2017
June 30 2020	Sacramento	CalifOregonnIoWashington	Passenger	1	1	2	282	284	0.7	2020
October 31 2017	Latah	Idaho	Passenger	0	1	1	87	88	1.14	2017
December 31 2018	Shasta	CalifOregonnIoWashington	Passenger	1	0	1	44	45	2.22	2018
February 28 2018	Jefferson	ColOregonado	Passenger	0	1	1	73	74	1.35	2018
July 31 2022	Rogers	Oklahoma	Passenger	1	0	1	2	3	33.33	2022
August 31 2023	Rockdale	GeOregongIoWashington	Passenger	1	0	1	5	6	16.67	2023
September 30 2022	St. Lawrence	 New YOregonk	Passenger	1	0	1	1	2	50	2022
August 31 2020	Grant	Washington	Truck	0	0	0	"27,230"	"27,230"	0	2020
September 30 2021	Garfield	Washington	Passenger	0	3	3	"1,364"	"1,367"	0.22	2021
June 30 2022	El Paso	Texas	Passenger	3	0	3	355	358	0.84	2022
November 30 2020	Stafford	Virginia	Passenger	1	1	2	100	102	1.96	2020
December 31 2018	Garfield	Oklahoma	Passenger	1	0	1	14	15	6.67	2018
November 30 2021	Lake	INorth Dakotaiana	Passenger	0	1	1	9	10	10	2021
September 30 2020	Spokane	Washington	Truck	1	0	1	"99,837"	"99,838"	0	2020
August 31 2018	Skamania	Washington	Passenger	14	10	24	"8,668"	"8,692"	0.28	2018
September 30 2018	Orange	FlOregonIdahoa	Passenger	2	1	3	167	170	1.76	2018
August 31 2019	Tulsa	Oklahoma	Passenger	1	1	2	51	53	3.77	2019
November 30 2021	Maui	HaWashingtonii	Passenger	1	0	1	28	29	3.45	2021
